name,developers,publishers,appid,type,price,positive-ratings,negative-ratings,release-date,genres,tags,platforms
ASTROVITY,['Send it Studios'],['Send it Studios'],1300960,game,$4.99,8,0,"Sep 3, 2020","['Adventure', 'Casual', 'Indie', 'Strategy']","Strategy, 2D Platformer, Puzzle-Platformer, Platformer, 2D, Puzzle, Singleplayer, Linear, Pixel Graphics, Sci-fi, Adventure, Space, Atmospheric, Co-op, Local Co-Op, Local Multiplayer, Multiplayer, Indie, PvP, 4 Player Local",['windows']
Fantasy Grounds - Empire of the Ghouls,"['SmiteWorks USA, LLC']",,1300980,dlc,$39.99,0,0,"May 5, 2020","['Indie', 'RPG', 'Strategy']",,"['windows', 'mac']"
Signs of the Sojourner Soundtrack,['Echodog Games'],['Echodog Games'],1300990,music,$9.99,0,0,"May 14, 2020",[],,"['windows', 'mac', 'linux']"
MYSTERY of the Missing Brigantine,['GFI'],['GFI'],1301000,game,$9.99,4,0,"Feb 3, 2022","['Adventure', 'Casual']","Adventure, Casual, Action-Adventure, Interactive Fiction, Point & Click, Puzzle, Clicker, Puzzle-Platformer, Hidden Object, 2D, Colorful, Stylized, Atmospheric, Emotional, Relaxing, Family Friendly, Fantasy, Logic, Singleplayer",['windows']
World Racing 2 - Champion Edition,['Synetic GmbH'],['UniqueGames Publishing GmbH'],1301010,game,$9.99,238,38,"Dec 8, 2022","['Action', 'Adventure', 'Indie', 'Racing', 'Simulation', 'Sports']","Sports, Action, Racing, Arcade, 3D, Simulation, 3D Vision, Beat 'em up, Realistic, Old School, Retro, Singleplayer, Multiplayer, Driving, Adventure, Open World, Difficult, Sandbox, Automobile Sim, Immersive Sim",['windows']
The Sims™ 4 Eco Lifestyle,['Maxis'],['Electronic Arts'],1301020,dlc,$39.99,0,0,"Jun 18, 2020","['Casual', 'Simulation']",,['windows']
The Sims™ 4 Star Wars™: Journey to Batuu Game Pack,['Maxis'],['Electronic Arts'],1301021,dlc,$19.99,0,0,"Sep 8, 2020","['Casual', 'Simulation']",,['windows']
Fantasy Grounds - Underworld Player's Guide,"['SmiteWorks USA, LLC']",,1301050,dlc,$15.99,0,0,"May 5, 2020","['Indie', 'RPG', 'Strategy']",,"['windows', 'mac']"
Fantasy Grounds - Underworld Lairs,"['SmiteWorks USA, LLC']",,1301080,dlc,$19.99,0,0,"Jun 9, 2020","['Indie', 'RPG', 'Strategy']",,"['windows', 'mac']"
Forking Hell,['Louis Byers'],['Louis Byers'],1301100,game,$3.99,11,0,"Jul 1, 2020","['Casual', 'Simulation']","Arcade, Simulation, Casual, Singleplayer, Management, Driving, Automobile Sim, Physics, Family Friendly, 3D, VR, Cartoony, Stylized, Controller",['windows']
Dear Devere,['Jasmine Osler'],['Jasmine Osler'],1301220,game,$0.00,274,11,"May 29, 2020","['Casual', 'Indie']","Indie, Casual, Visual Novel, Romance, Historical, Story Rich, Emotional, Atmospheric, Great Soundtrack, Singleplayer, Beautiful, Magic, Mystery, Narration, Surreal, Relaxing, Stylized, Minimalist, Photo Editing, Drama","['windows', 'mac', 'linux']"
Astrodogs,['Dynamic Media Triad'],['Digital Tribe'],1301230,game,$12.99,45,11,"Apr 8, 2021","['Action', 'Adventure', 'Indie']","Action, Colorful, 3D, On-Rails Shooter, Shoot 'Em Up, Bullet Hell, Third-Person Shooter, Linear, Flight, Arcade, Shooter, Cute, Comic Book, Adventure, Funny, Bullet Time, Controller, Vehicular Combat, Tutorial, Psychedelic",['windows']
Dragon Extinction Demo,['Xefier Games Inc.'],['Xefier Games Inc.'],1301240,demo,$0.00,0,0,"Jun 21, 2020","['Action', 'Adventure', 'Indie', 'RPG']",,['windows']
Biscuitts,['Crossplatform'],['Indie Games Publisher'],1301250,game,$19.99,6,4,"Aug 5, 2020","['Action', 'Adventure', 'Indie']","Action, Adventure, Indie, Cartoony, Cartoon, Early Access","['windows', 'linux']"
DJMAX RESPECT V - BLACK SQUARE PACK,['NEOWIZ'],,1300211,dlc,$19.99,0,0,"May 27, 2020","['Action', 'Casual', 'Sports']",,['windows']
Mouse Dream,['Camaq Dreams'],['Camaq Dreams'],1300260,game,$17.99,0,0,"Jul 7, 2020","['Action', 'Adventure', 'Indie']",,['windows']
Blood price,['つきみたけ'],['WASABI entertainment'],1300270,game,$5.99,0,0,"Aug 10, 2020","['Indie', 'RPG']",,['windows']
My Lovely Wife Demo,"['GameChanger Studio', 'Toge Productions']",['Neon Doctrine'],1300290,demo,$0.00,0,0,"Aug 27, 2020","['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",,['windows']
Move Code Lines,['Fewjix'],['Fewjix'],1300310,game,$5.99,69,12,"Aug 28, 2020",['Indie'],"Programming, Automation, Education, Coding, Simulation, Text-Based, Hacking, Tutorial, Difficult, Puzzle, Logic, Singleplayer, Indie",['windows']
Farmageddon: A Cattle Royale,"['Evan ""Solidplasma"" Peiperl', 'Tyler R. Gonelli', 'Pamela Pizarro-Ruiz', 'Spencer Everhart', 'Dan Vicarel']",['Solidplasma Studios LLC'],1300330,game,$0.00,36,1,"Jul 23, 2021","['Action', 'Free To Play', 'Indie', 'Massively Multiplayer']","Indie, Free to Play, Action, Action Roguelike, Asynchronous Multiplayer, Massively Multiplayer, Battle Royale, Rogue-lite, Comedy, 2D, Top-Down Shooter, Cartoony, Agriculture, Character Customization, Controller, Inventory Management, Procedural Generation, PvP, Multiplayer, Singleplayer","['windows', 'mac']"
Mike & Tyler,['Sinking Sheep'],['Sinking Sheep'],1300350,game,$0.00,0,0,Coming Soon,"['Adventure', 'Casual', 'Indie']",,"['windows', 'mac']"
Neglected,"['Animalclaw Of Dreams', 'Refrigerator game lovers', 'Dream gear']","['Refrigerator game lovers', 'Jam Cafe', 'Dream gear']",1300360,game,$0.00,346,42,"May 13, 2020","['Adventure', 'Casual', 'Indie', 'RPG', 'Free To Play']","Free to Play, Adventure, RPG, Indie, Casual, Cute, Singleplayer, Sexual Content",['windows']
KABOOM - 1 vs 1 Battle,['Axelerum S.L'],['Axelerum S.L'],1300370,game,$0.00,0,0,Coming Soon,"['Action', 'Casual', 'Indie', 'Strategy']",,['windows']
Sunset Shapes,['ByVal Games'],['ByVal Games'],1300390,game,$2.99,18,2,"Sep 8, 2020","['Casual', 'Indie']","3D Platformer, Puzzle-Platformer, Hidden Object, Hand-drawn, LEGO, 3D, 2D, Minimalist, Pixel Graphics, Family Friendly, Colorful, Casual, Cute, Relaxing, Physics, Puzzle, Singleplayer, Logic, Atmospheric, Funny","['windows', 'linux']"
Eternal Return Soundtrack,['Nimble Neuron'],['Nimble Neuron'],1300410,music,$2.99,0,0,"Oct 14, 2020",[],,"['windows', 'mac', 'linux']"
Whiskey.Mafia. Leo's Family,"['FastGame', 'VICTORIA Games']",['FastGame'],1300430,game,$5.99,276,127,"Jul 21, 2020","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']","Indie, Story Rich, Casual, Adventure, Action, Pixel Graphics, Violent, Atmospheric, Crime, Puzzle, Visual Novel, Interactive Fiction, Action-Adventure, Walking Simulator, Character Action Game, Heist, Cartoon, Noir, 2D, Isometric",['windows']
Blood Bowl 2 - DEATH ZONE,['Cyanide Studios'],['Nacon'],1300450,dlc,$0.00,0,0,"May 28, 2020","['Sports', 'Strategy']",,['windows']
Shooty Skies Overdrive,['Mighty Games'],['Mighty Games'],1300490,game,$9.99,17,2,"Aug 6, 2020",['Action'],"Arena Shooter, Shoot 'Em Up, Bullet Hell, Shooter, Arcade, 3D, Cute, VR, Action, Family Friendly, Cats, 6DOF, Retro, 1980s, Singleplayer",['windows']
Song of sheep gathering in Philia,['MagicHouse'],['MagicHouse'],1300550,game,$9.99,0,0,"May 13, 2020","['Adventure', 'Indie']",,['windows']
Mars Power Industries: First Job,"['7A Games', 'Rarykos']","['7A Games', 'Kurki.games']",1300560,game,$0.00,61,4,"Jun 9, 2020","['Casual', 'Indie']","Puzzle, Indie, Wholesome, Cozy, Hand-drawn, Atmospheric, Relaxing, Board Game, Cute, 2D, Singleplayer, Linear, Casual, Minimalist, Tabletop, Turn-Based, Pixel Graphics, Logic, Great Soundtrack, Mars","['windows', 'mac', 'linux']"
Apollo Lunar Mission,['Fantastigo'],['Fantastigo'],1300570,game,$3.99,2,3,"Jun 4, 2020","['Adventure', 'Simulation']","Adventure, Simulation, Space, First-Person, Historical, Singleplayer, VR",['windows']
Battle Baseball,['encounter studio'],['encounter studio'],1300580,game,$0.99,4,13,"May 11, 2020","['Action', 'Casual', 'Indie', 'Sports']","Action, Indie, Casual, Sports, Strategy",['windows']
Delivery,['Fearjoy Game Studios'],['Fearjoy Game Studios'],1300590,game,$7.99,2,9,"Oct 8, 2020","['Indie', 'RPG', 'Simulation', 'Early Access']","Early Access, Cinematic, Survival, Open World Survival Craft, Fishing, Crafting, Agriculture, Driving, Atmospheric, Relaxing, Perma Death, Offroad, Singleplayer, Simulation, First-Person, Indie, Realistic, 6DOF, Open World, Nature",['windows']
Taxer Inc,['Hamsters Gaming'],['Hamsters Gaming'],1300610,game,$7.99,25,36,"Feb 17, 2021","['Indie', 'Simulation', 'Strategy', 'Early Access']","Strategy, Simulation, Indie, Early Access, Economy, Politics, Management, Diplomacy, Political, Grand Strategy, Modern, Realistic, Singleplayer, Resource Management, Science, Tactical, Alternate History, Replay Value",['windows']
Rodent and Plank: Secret Origin,['Lodder Digital Media'],['Lodder Digital Media'],1300650,game,$9.99,3,0,"Apr 30, 2021","['Action', 'Indie']","Action, Indie, Platformer, 2D Platformer, Bullet Hell, Shoot 'Em Up, Side Scroller, Twin Stick Shooter, 2D, Cartoon, Cartoony, Colorful, Hand-drawn, Funny, Retro, Singleplayer, Difficult, Fast-Paced, Old School, Supernatural","['windows', 'linux']"
Dinosaur Fossil Hunter Demo,['▲ Pyramid Games'],['Pyramid Games S.A.'],1300660,demo,$0.00,0,0,"Oct 7, 2020","['Action', 'Adventure', 'Free To Play', 'Indie', 'Simulation']",,['windows']
ヤドカリサバイブ,['アメミキノスケ'],['アメミキノスケ'],1300670,game,$2.99,14,0,"May 11, 2020","['Action', 'Indie']","Action, Indie, Pixel Graphics, 2D, Casual, Singleplayer, Beat 'em up",['windows']
Snowtopia Demo,['TeaForTwo'],"['Goblinz Publishing', 'Fractale']",1300690,demo,$0.00,0,0,"Jun 16, 2020",[],,['windows']
Kingdom Wars 4,['Reverie World Studios'],['indie.io'],1300700,game,$14.99,153,72,"Oct 22, 2021","['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']","Strategy, Grand Strategy, RTS, City Builder, Medieval, Wargame, Real Time Tactics, Colony Sim, Simulation, Sandbox, 4X, Base-Building, Historical, Military, Economy, Diplomacy, Building, Survival, War, PvP",['windows']
Return of the Phantom,['MPS Labs'],['Ziggurat'],1299710,game,$3.14,23,1,"Aug 7, 2020",['Adventure'],"Adventure, Point & Click, Detective, Mystery, Investigation, Historical, Time Travel, Horror, Thriller, Drama, Singleplayer, Conversation, Classic, Atmospheric",['windows']
Les Manley in: Search for the King,['Accolade Inc.'],['Ziggurat'],1299720,game,$3.14,3,1,"Nov 6, 2020",['Adventure'],"Adventure, Cartoony, Text-Based, Mystery, Nudity, Comedy, Singleplayer",['windows']
Les Manley in: Lost in L.A.,"['Accolade, Inc.']",['Ziggurat'],1299730,game,$3.14,1,0,"Nov 6, 2020",['Adventure'],"Adventure, Nudity, Point & Click, Comedy, 2D, Retro",['windows']
FlatOut 4: Total Insanity Soundtrack,['Kylotonn'],['Strategy First'],1299740,music,$7.99,0,0,"Apr 27, 2020",['Racing'],,"['windows', 'mac', 'linux']"
Wizodd,['Gagonfe'],['Gagonfe'],1299750,game,$4.99,34,7,"May 11, 2020","['Action', 'Adventure', 'Casual', 'Indie']","Action, Adventure, Indie, Casual, Dungeon Crawler, Pixel Graphics, 2D, Rogue-like",['windows']
VELVETIST: The City of Machine Guns,['SiCzech Arts'],['SiCzech Arts'],1299760,game,$0.00,0,0,Coming Soon,"['Action', 'Adventure', 'Indie']",,['windows']
If Found... - Original Soundtrack,['DREAMFEEL'],['Annapurna Interactive'],1299770,music,$7.99,0,0,"May 19, 2020",[],,"['windows', 'mac', 'linux']"
Be Hero,['Mirabolis Studios'],['Mirabolis Studios'],1299790,game,$12.99,83,12,"Mar 30, 2021","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']","Early Access, RPG, Farming Sim, Crafting, Cute, Funny, Exploration, Character Customization, Agriculture, Fishing, Hunting, Relaxing, Action RPG, Action-Adventure, 2D, Cooking, Multiple Endings, Action, Cartoony, Colorful",['windows']
Roses Of Love,"['KagariSoft', 'UnSetSoft']","['KagariSoft', 'UnSetSoft']",1299800,game,$4.99,4,0,"Mar 7, 2024","['Casual', 'Indie', 'Simulation', 'Early Access']","Visual Novel, Romance, Dating Sim, Female Protagonist, 2D, Narration, Casual, Simulation, Anime, Comedy, Singleplayer, Early Access, Indie, Choices Matter, Multiple Endings","['windows', 'mac', 'linux']"
Kovox Pitch,['Calvares'],['Kalvarez A. Party'],1299810,game,$0.00,157,16,"Jan 17, 2022","['Action', 'Indie']","Rhythm, Music, 2D, Difficult, Action, Colorful, Singleplayer, Level Editor, Atmospheric, Story Rich, Baseball, Indie, 2.5D, Souls-like, Great Soundtrack",['windows']
Not Their Will,['Geosphere Games'],['Geosphere Games'],1299820,game,$0.00,13,0,"May 25, 2020",['Action'],"Action, Free to Play, Indie, Shoot 'Em Up, Blood",['windows']
Crawl Tactics Demo,['icefill'],['icefill'],1299830,demo,$0.00,0,0,"Apr 28, 2020",[],,"['windows', 'mac', 'linux']"
The Legend of Zuri,['LarsMidnatt'],['Witching Hour Entertainment LLC'],1299840,game,$3.99,0,0,"May 19, 2020",['Adventure'],,"['windows', 'mac']"
Endlight,['Bigpants'],['Bigpants'],1299860,game,$7.99,41,3,"Jul 27, 2023","['Action', 'Indie']","Destruction, Flight, Arcade, Procedural Generation, Surreal, Bullet Hell, Fast-Paced, Action, Abstract, Psychedelic, Singleplayer, Experimental, Indie","['windows', 'linux']"
Deep Abyss,['Studio RO'],['Studio RO'],1299880,game,$3.99,2,0,"Oct 12, 2022","['Adventure', 'Indie']","Adventure, Walking Simulator, Atmospheric, Emotional, Surreal, Relaxing, Underwater, Abstract, Philosophical, 3D, Singleplayer, 3D Platformer, Third Person, Cinematic, Lore-Rich, Action-Adventure, Precision Platformer, Psychological, Horror, Space",['windows']
Zombie Slayer,['Barely Games'],['Barely Games'],1299890,game,$9.99,11,2,"Jun 11, 2020","['Action', 'Adventure', 'Indie', 'Early Access']","Action, Indie, Adventure, Early Access, VR, Zombies, FPS, Survival, Co-op, Shooter, Multiplayer",['windows']
Vilset,['Another Reality'],['Another Reality'],1299930,game,$15.99,27,38,"Aug 31, 2021","['Simulation', 'Strategy', 'Early Access']","Building, Colony Sim, Base-Building, Survival, Crafting, Simulation, Automation, Realistic, Sandbox, Exploration, Resource Management, Singleplayer, Atmospheric, Indie, Strategy, Early Access, Open World Survival Craft, Snow",['windows']
Unwalkable,['RedZone Studios LLC'],['RedZone Studios LLC'],1299950,game,$0.00,0,0,Coming Soon,"['Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",,"['windows', 'mac']"
Ricochet Bounce,['MattyWS'],['MattyWS'],1299960,game,$1.99,0,0,"Jun 16, 2021","['Casual', 'Indie', 'Strategy']",,['windows']
CursorFX,['Stardock'],['Stardock'],1299980,game,$4.99,21,12,"Jun 10, 2020",['Utilities'],"Utilities, Moddable, Software",['windows']
Whateverland: Prologue,['Caligari Games'],"['Caligari Games', 'WhisperGames']",1299990,game,$0.00,160,26,"Jun 10, 2020","['Adventure', 'Indie']","Indie, Adventure, Point & Click, 2D, Multiple Endings, Dark Humor, Singleplayer, Free to Play, Dark Comedy, Narration, Kickstarter, Hand-drawn, Satire, Choose Your Own Adventure, Funny, Choices Matter, Puzzle, Nonlinear, Great Soundtrack, Cartoony","['windows', 'mac', 'linux']"
Mystery Tales: Til Death Collector's Edition,['Domini Games'],['Big Fish Games'],1300000,game,$9.99,6,4,"Apr 24, 2020","['Adventure', 'Casual']","Adventure, Casual, Hidden Object, Mystery, Point & Click",['windows']
Spectrum VR,['Another Reality'],['Another Reality'],1300010,game,$0.00,0,0,Coming Soon,['Indie'],,['windows']
A Story In Space,['Joshua Cutting'],['Joshua Cutting'],1300050,game,$0.00,14,6,"Aug 19, 2020","['Action', 'Adventure', 'Indie', 'RPG']","Indie, Action, RPG, Adventure, Choices Matter, Turn-Based, Space, 2D, Turn-Based Combat",['windows']
SMIB: Mission Cure,['Virtual Arts Studio'],['Virtual Arts Studio'],1300060,game,$1.99,20,4,"Nov 19, 2020","['Casual', 'Indie', 'Early Access']","Early Access, Space, Family Friendly, Puzzle, Programming, Sokoban, Voxel, Logic, Singleplayer, Relaxing, Puzzle-Platformer, LEGO, Casual, Isometric, Cute, Robots, Exploration, 3D, 3D Platformer, Tabletop","['windows', 'mac']"
Spectacular Sparky,['FreakZone Games'],"['Nicalis, Inc.']",1300100,game,$14.99,138,19,"Oct 20, 2021","['Action', 'Indie']","Action, Platformer, Side Scroller, Shooter, Story Rich, Pixel Graphics, Space, Sci-fi, Retro, Old School, Comedy, Funny, Controller, Colorful, Shoot 'Em Up, Singleplayer, Arcade, 2D Platformer, Cartoon, Flight",['windows']
THE Z LAND : FPS SURVIVAL,['3MA Studios'],['3MA Studios'],1300110,game,$2.99,2,4,"Jun 7, 2020","['Action', 'Adventure', 'Casual', 'Indie']","Action, Adventure, Indie, Casual, Survival, Zombies, FPS, Horror",['windows']
Kukui 2 Demo,['Sijawa Production'],['Sijawa Production'],1300120,demo,$0.00,0,0,"May 9, 2020","['Casual', 'Indie', 'RPG']",,['windows']
HereticOS MR Lab,['大雪原工作室'],['大雪原工作室'],1300140,game,$1.99,1,1,"Aug 10, 2020","['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']","Strategy, RPG, Massively Multiplayer, Simulation, Adventure, Indie, War",['windows']
The Cubedex of Brass and Wood,['TCHOW'],['TCHOW'],1300180,game,$4.99,3,1,"Aug 31, 2020",['Indie'],"Puzzle, First-Person, 3D, Point & Click, Indie, Singleplayer, Exploration, Multiplayer, Escape Room","['windows', 'mac', 'linux']"
Crystal Story: The Hero and the Evil Witch,['Lanstrash'],['Lanstrash'],1300190,game,$4.99,23,8,"May 29, 2020","['Indie', 'RPG']","RPG, Indie, Singleplayer, Turn-Based Combat, JRPG","['windows', 'linux']"
Express Thru,"['5minlab Corp.', 'Kyeongwoo Lim']",['5minlab Corp.'],1300200,game,$2.99,10,0,"May 6, 2020",['Indie'],"Indie, Puzzle, 3D, Casual, Singleplayer","['windows', 'mac']"
DJMAX RESPECT V - Clazziquai Edition PACK,['NEOWIZ'],,1300210,dlc,$19.99,0,0,"May 27, 2020","['Action', 'Casual', 'Racing', 'Sports']",,['windows']
Project Thebe,['RunServer'],['RunServer'],1299230,game,$0.00,0,0,Coming Soon,"['Action', 'Free To Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",,"['windows', 'mac']"
O.R.B. Offensive Rolling Bot,"['Riimu Games Oy', 'Karva Games']",['Riimu Games Oy'],1299250,game,$0.00,0,0,Coming Soon,"['Action', 'Indie']",,['windows']
Isolation Story,['Elushis'],['Elushis Music & Gaming'],1299260,game,$9.99,1,0,"Oct 27, 2020","['Casual', 'Indie', 'RPG', 'Simulation']","Survival, Outbreak Sim, Life Sim, Open World, RPG, Time Management, Creature Collector, Casual, Alternate History, Visual Novel, Exploration, Interactive Fiction, 3D, Top-Down, Dark Comedy, Experimental, Choices Matter, Multiple Endings, Singleplayer, Collectathon",['windows']
Kingdom Two Crowns: Dead Lands,"['Stumpy🐙Squid', 'Fury Studios', 'Coatsink']",['Raw Fury'],1299270,dlc,$0.00,0,0,"Apr 28, 2020","['Adventure', 'Indie', 'Simulation', 'Strategy']",,"['windows', 'mac', 'linux']"
Fight Of Animals - The Sorcerer Costume/Magic Squirrel,['Digital Crafter'],['Digital Crafter'],1299300,dlc,$1.99,0,0,"Apr 23, 2020","['Action', 'Casual', 'Indie', 'Sports']",,['windows']
Midnight Castle Succubus DX,"['pixelteishoku', 'Libra Heart']",['Critical Bliss'],1299320,game,$12.99,0,0,"Sep 18, 2020","['Action', 'Adventure', 'RPG']",,['windows']
Victory At Sea Ironclad,['Evil Twin Artworks'],['Evil Twin Artworks'],1299330,game,$39.99,13,9,"Apr 25, 2023","['Action', 'Indie', 'Simulation', 'Strategy']","Action, RTS, Grand Strategy, Wargame, Strategy, Real Time Tactics, Historical, Open World, Military, Tactical, Economy, Management, 3D, Alternate History, America, War, Base-Building, Building, Choices Matter, Combat","['windows', 'mac']"
Sausage Dog Tends To Infinity,['Andrew Fender'],['Andrew Fender'],1299340,game,$0.00,0,0,Coming Soon,"['Indie', 'Strategy']",,['windows']
Mighty Goose,"['Blastmode', 'MP2 Games']",['PLAYISM'],1299360,game,$5.99,799,121,"Jun 5, 2021","['Action', 'Indie']","Singleplayer, Local Co-Op, Multiplayer, Local Multiplayer, Co-op, Colorful, Side Scroller, 2D Platformer, Pixel Graphics, Spectacle fighter, Platformer, Arcade, Runner, 2D, Funny, Action, Mechs, Character Action Game, Vehicular Combat, Sci-fi","['windows', 'mac', 'linux']"
Friendship with Benefits,['TwistedScarlett60'],['TwistedScarlett60'],1299370,game,$10.99,0,0,"Nov 4, 2020",['Indie'],,"['windows', 'mac', 'linux']"
